Id,SalePrice
1707,211261.452565
1708,201146.349904
1709,261474.8085
1710,218087.951023
1711,278739.052904
1712,247672.989164
1713,278261.586545
1714,222529.459981
1715,210129.490445
1716,183428.482345
1717,178497.904127
1718,137168.211809
1719,211225.978941
1720,242493.449089
1721,163629.736733
1722,125768.424953
1723,155884.077588
1724,202095.844939
1725,237077.715439
1726,187202.770376
1727,151049.316187
1728,175653.988878
1729,169791.312144
1730,158805.468487
1731,119862.155653
1732,123939.204971
1733,112924.598139
1734,121866.93831
1735,124834.544591
1736,105842.168744
1737,294199.362685
1738,259238.938901
1739,233646.56313
1740,202564.054053
1741,184100.665069
1742,171509.055827
1743,180335.877581
1744,315745.973298
1745,220363.41079
1746,188033.454742
1747,215286.48249
1748,214623.827605
1749,142465.762613
1750,124117.709137
1751,255149.844873
1752,114573.578864
1753,151089.399814
1754,192683.454764
1755,163972.23439
1756,123947.624213
1757,120868.734313
1758,147352.141617
1759,162351.91593
1760,166117.689537
1761,147802.410041
1762,178341.298855
1763,190241.071452
1764,112435.178084
1765,167878.638654
1766,192366.44291
1767,222442.353751
1768,139894.10451
1769,173846.227076
1770,155798.435982
1771,124500.859414
1772,130085.070154
1773,124423.543105
1774,140748.67018
1775,141828.977952
1776,132217.381856
1777,107209.844539
1778,139298.877251
1779,118035.355595
1780,179979.690665
1781,126816.864735
1782,84734.7239539
1783,142351.621375
1784,107753.225164
1785,127102.176617
1786,133001.714776
1787,167845.317224
1788,60914.7251716
1789,100385.389996
1790,77088.1736273
1791,180595.01097
1792,161106.854253
1793,127757.250402
1794,157172.73341
1795,133230.727798
1796,135457.933948
1797,116740.113163
1798,119822.268319
1799,109511.546485
1800,134955.268166
1801,126572.49688
1802,144894.40274
1803,148705.096935
1804,134439.465012
1805,135951.802721
1806,127128.114135
1807,139942.621069
1808,128058.548232
1809,126195.868415
1810,135816.814872
1811,96363.9990253
1812,99776.0645578
1813,123614.096645
1814,94880.9737782
1815,53783.153685
1816,101313.29221
1817,105038.884526
1818,142645.189413
1819,125147.579997
1820,52183.0213083
1821,119888.740419
1822,151552.468511
1823,45418.993555
1824,130010.191723
1825,140890.380283
1826,104803.795336
1827,100530.352413
1828,137056.945458
1829,131092.622073
1830,137912.453532
1831,142710.14759
1832,73165.974374
1833,142250.615632
1834,115220.787644
1835,114337.816243
1836,123496.577373
1837,86535.8452737
1838,123729.51245
1839,101162.947245
1840,139722.591938
1841,134477.778625
1842,92937.1392183
1843,127044.194391
1844,148017.996744
1845,145309.741991
1846,157830.490462
1847,171655.991379
1848,51940.5885793
1849,112405.966478
1850,115268.304508
1851,149159.089252
1852,124495.063575
1853,118735.21756
1854,161614.113892
1855,153063.961564
1856,223946.320073
1857,128553.107301
1858,134191.935449
1859,118914.16859
1860,146308.470153
1861,118163.443602
1862,319880.342802
1863,295997.031795
1864,296096.052091
1865,343134.114126
1866,329773.23393
1867,225097.715775
1868,282976.063791
1869,203788.201931
1870,225195.32045
1871,259386.031422
1872,176560.354409
1873,232709.275595
1874,156994.318532
1875,197789.728439
1876,201362.678183
1877,210716.756858
1878,207176.96276
1879,127673.645027
1880,131073.9906
1881,245060.28884
1882,239613.778735
1883,186144.549218
1884,203987.316757
1885,236821.307057
1886,283896.161852
1887,217716.532879
1888,267926.468002
1889,172338.166208
1890,113448.3354
1891,136283.702464
1892,94611.5327749
1893,126634.785619
1894,121779.93806
1895,130747.93855
1896,127437.321508
1897,115963.458893
1898,108153.53451
1899,166669.814209
1900,157502.493885
1901,172551.379541
1902,157155.797402
1903,222252.46498
1904,142571.543897
1905,200770.260239
1906,155349.690976
1907,210056.954895
1908,109529.838736
1909,131017.954635
1910,119370.350898
1911,224265.401538
1912,340999.861949
1913,140054.523746
1914,56426.3291706
1915,291967.119905
1916,66893.519971
1917,240383.106079
1918,141042.486134
1919,182817.591333
1920,161153.59126
1921,358094.19479
1922,316136.486028
1923,239831.68341
1924,214980.889124
1925,196762.777035
1926,356768.74835
1927,131947.051231
1928,161048.886423
1929,125531.415041
1930,134565.894812
1931,142672.489908
1932,141731.895757
1933,185595.140206
1934,182994.37828
1935,170909.018925
1936,197326.37037
1937,185938.940316
1938,172129.847755
1939,242658.774579
1940,195268.930907
1941,169095.945642
1942,184729.144564
1943,219760.992864
1944,372156.586269
1945,399809.251097
1946,128653.396483
1947,261661.494888
1948,167120.807356
1949,250537.14054
1950,192801.947466
1951,237545.265942
1952,205648.52142
1953,165236.389433
1954,184233.262443
1955,137422.548748
1956,300740.121012
1957,151462.099179
1958,287236.766286
1959,146931.089878
1960,116082.832928
1961,119014.931114
1962,99166.2547385
1963,107055.505438
1964,105202.082817
1965,138856.733109
1966,135731.54302
1967,296904.893098
1968,406803.779026
1969,382311.761519
1970,397309.672232
1971,462661.231277
1972,374033.645608
1973,272163.483601
1974,338506.171905
1975,503570.249413
1976,274645.80876
1977,349420.200078
1978,341767.181906
1979,321202.850044
1980,205288.050007
1981,337658.034822
1982,220077.905469
1983,206977.391419
1984,171614.416827
1985,225556.231716
1986,205887.119313
1987,185194.970664
1988,174250.813302
1989,193043.478216
1990,207711.558588
1991,230214.895757
1992,216336.885449
1993,169094.267142
1994,226451.933774
1995,182731.078907
1996,249144.572143
1997,319687.80479
1998,306836.942053
1999,291536.367898
2000,322273.482048
2001,282323.138641
2002,239769.519916
2003,250635.922969
2004,283429.130964
2005,229008.078463
2006,221874.950255
2007,251138.853425
2008,211955.281178
2009,198539.31189
2010,196220.797673
2011,144390.888921
2012,174224.660357
2013,178034.843391
2014,184649.592482
2015,207160.000041
2016,191988.286203
2017,193235.58064
2018,113802.033675
2019,132268.689361
2020,103641.184879
2021,99631.5922298
2022,185545.545834
2023,143894.772602
2024,282064.1416
2025,350512.965964
2026,174593.723368
2027,162340.023679
2028,154836.425216
2029,167438.446912
2030,262394.788159
2031,231498.424231
2032,254771.141395
2033,251107.962338
2034,178362.417807
2035,222767.667048
2036,204016.086988
2037,213010.671933
2038,341997.027524
2039,230504.499763
2040,274774.066366
2041,304734.363779
2042,209117.097094
2043,177603.548335
2044,176294.954451
2045,213429.338565
2046,149198.995566
2047,146586.734092
2048,142628.169426
2049,146466.331421
2050,175803.759241
2051,102437.940916
2052,121737.920072
2053,149633.814788
2054,92474.6177234
2055,157353.708884
2056,152401.369725
2057,111503.87634
2058,212444.271382
2059,131848.487323
2060,176599.908991
2061,173252.559384
2062,126415.294724
2063,118238.050377
2064,137107.945574
2065,119160.656052
2066,167821.718836
2067,114393.366508
2068,148484.061273
2069,88836.7754633
2070,119496.365189
2071,95094.6266635
2072,141222.798813
2073,129740.21329
2074,185806.294952
2075,150941.25944
2076,117049.179556
2077,151517.928802
2078,123917.152411
2079,136444.390082
2080,115433.385105
2081,127445.94996
2082,120581.056395
2083,148670.830992
2084,105894.607715
2085,112602.114535
2086,117887.13304
2087,123784.784153
2088,96557.3146061
2089,77642.2838062
2090,121629.598474
2091,108495.155595
2092,120044.818265
2093,115907.032725
2094,110168.024585
2095,154304.291038
2096,87338.2589313
2097,100414.64095
2098,151375.613001
2099,51237.2683181
2100,78165.2696445
2101,115682.004265
2102,130702.094541
2103,105753.423685
2104,144359.183329
2105,131304.478382
2106,65000.5725252
2107,176779.176703
2108,117727.872433
2109,110970.116467
2110,126675.924834
2111,134560.277002
2112,137488.090471
2113,121181.608533
2114,123065.831072
2115,163286.779078
2116,114681.551866
2117,149451.29992
2118,130662.51006
2119,113871.636303
2120,112687.364675
2121,102364.665606
2122,118000.645806
2123,81476.5390917
2124,156263.651944
2125,123906.969513
2126,148698.497149
2127,164656.712247
2128,127297.74629
2129,91089.2389082
2130,136335.509243
2131,136862.344361
2132,111708.747732
2133,123123.964055
2134,123505.955784
2135,99182.535108
2136,81715.6996248
2137,104360.608998
2138,133316.645444
2139,152629.038837
2140,138688.859148
2141,175204.96963
2142,126071.251851
2143,148049.20383
2144,122292.970819
2145,137998.590908
2146,176626.731924
2147,146161.791452
2148,136897.331081
2149,153762.262421
2150,237663.880571
2151,117576.537457
2152,172848.231413
2153,157571.568113
2154,100436.643754
2155,143984.66673
2156,253966.937404
2157,224885.01086
2158,241302.461868
2159,219580.773877
2160,184926.773787
2161,234501.915411
2162,368767.297576
2163,332580.826527
2164,253468.525656
2165,205432.389272
2166,163457.457473
2167,217506.669205
2168,190106.621824
2169,196905.29479
2170,215310.079939
2171,162939.067163
2172,132014.931286
2173,176923.070434
2174,218249.042621
2175,284800.978108
2176,309137.61988
2177,231922.805582
2178,214356.276924
2179,134306.769756
2180,208900.898793
2181,194380.752658
2182,227013.340825
2183,192461.897151
2184,118407.912221
2185,133983.775306
2186,145115.585021
2187,152939.483149
2188,155626.157458
2189,277527.949999
2190,79192.4845187
2191,80966.7836601
2192,85564.3743278
2193,112805.54013
2194,98411.222283
2195,99370.6533434
2196,102232.375016
2197,117068.324744
2198,158763.301043
2199,182341.76787
2200,148682.391114
2201,147805.091792
2202,223261.8961
2203,133594.095895
2204,175524.30891
2205,119813.460904
2206,138119.626483
2207,225000.331706
2208,274330.289686
2209,246539.834746
2210,120953.079092
2211,119787.795836
2212,122509.51677
2213,106366.651978
2214,138518.890874
2215,102444.559654
2216,145823.774207
2217,63307.4385675
2218,71085.2958234
2219,66705.3283389
2220,61653.469367
2221,293154.81106
2222,275168.512733
2223,286699.368234
2224,210199.708897
2225,119011.698134
2226,177370.904333
2227,190777.084665
2228,267434.73763
2229,250851.275861
2230,153271.203595
2231,207732.362383
2232,178795.910776
2233,181564.908813
2234,243858.873627
2235,219162.909468
2236,251378.354092
2237,299733.422131
2238,197973.82086
2239,110557.720404
2240,153092.090485
2241,152899.068468
2242,123390.935957
2243,136539.639244
2244,106005.905706
2245,101867.636694
2246,140108.375928
2247,122377.59699
2248,118625.955969
2249,115406.119755
2250,128669.839403
2251,106241.952792
2252,185054.644003
2253,155723.097857
2254,186414.221838
2255,184276.283909
2256,176893.334443
2257,208288.845296
2258,157743.100031
2259,172683.298871
2260,159716.535281
2261,199555.3113
2262,213356.696932
2263,385618.141267
2264,471482.450263
2265,177481.777939
2266,316258.836134
2267,361501.391358
2268,437335.557066
2269,153646.162338
2270,204432.515959
2271,210456.63989
2272,196406.948308
2273,163897.171381
2274,182094.424725
2275,151267.020431
2276,187753.993545
2277,179261.111297
2278,152276.154522
2279,126178.008039
2280,117627.412112
2281,164740.432457
2282,183700.930481
2283,111102.566696
2284,114119.109383
2285,138942.716905
2286,123257.803178
2287,373352.729205
2288,277917.640797
2289,358078.479259
2290,436951.933558
2291,341106.705667
2292,453479.400046
2293,460630.491823
2294,395804.018466
2295,476814.814318
2296,276193.635709
2297,358381.084989
2298,347694.911243
2299,341713.662806
2300,336477.54968
2301,326238.226501
2302,257044.533709
2303,253184.972119
2304,250596.615364
2305,198530.559619
2306,193238.424756
2307,203100.071556
2308,230590.881496
2309,289511.782347
2310,212501.22824
2311,204133.597191
2312,175649.233153
2313,171502.412726
2314,174600.533962
2315,182772.059757
2316,200176.961108
2317,191892.065725
2318,179062.242589
2319,184429.989147
2320,186468.452081
2321,236144.775501
2322,181084.500073
2323,202416.727971
2324,191844.500984
2325,216030.088555
2326,182096.329208
2327,201050.59533
2328,222267.917642
2329,194804.964688
2330,181814.35656
2331,336088.374651
2332,402118.129325
2333,322451.115985
2334,259180.098302
2335,296177.892611
2336,300885.094526
2337,197747.712762
2338,261023.661863
2339,224805.604595
2340,388878.742745
2341,210668.446217
2342,239483.169638
2343,233559.489662
2344,221379.532939
2345,231264.76418
2346,214499.593119
2347,198043.161472
2348,247109.193307
2349,183865.902716
2350,322452.635243
2351,254355.095698
2352,253342.996317
2353,233798.795224
2354,140801.989972
2355,146884.036462
2356,152733.309397
2357,187633.002022
2358,200880.140587
2359,134175.515796
2360,116081.853352
2361,147573.564169
2362,251225.69799
2363,140141.483766
2364,157635.113508
2365,216546.400467
2366,189819.516816
2367,218868.108962
2368,215115.42328
2369,213277.301923
2370,168153.300977
2371,165841.601943
2372,195123.240957
2373,292827.707065
2374,318258.37422
2375,246888.97335
2376,270720.62588
2377,325346.762179
2378,147890.718522
2379,198342.511964
2380,152153.863874
2381,170286.083281
2382,215922.043006
2383,203135.477531
2384,244349.634046
2385,160667.128254
2386,133082.86208
2387,137805.336739
2388,108049.722669
2389,114425.957671
2390,150404.484384
2391,145294.766495
2392,113238.120223
2393,171002.023155
2394,143004.753908
2395,213543.50973
2396,144876.578627
2397,221089.876953
2398,134048.560703
2399,68895.0698792
2400,67405.3345953
2401,123822.50808
2402,137561.593178
2403,149580.756058
2404,158164.027848
2405,158403.293805
2406,139097.104531
2407,125142.220442
2408,152660.562286
2409,118598.236155
2410,173915.390454
2411,111751.83774
2412,158920.832022
2413,129012.935467
2414,166080.888912
2415,133102.705589
2416,128787.055097
2417,130837.07834
2418,132819.01549
2419,125266.090896
2420,119629.12908
2421,144049.985825
2422,105383.501364
2423,114462.540945
2424,163982.631946
2425,187022.313548
2426,128409.554453
2427,131800.712881
2428,183255.826239
2429,111562.679888
2430,133008.423612
2431,107524.509673
2432,148865.47021
2433,147163.481801
2434,138140.226578
2435,153344.939186
2436,103650.067242
2437,100094.42584
2438,121077.879818
2439,100859.574068
2440,125700.571083
2441,94077.9509491
2442,96033.426027
2443,129787.48081
2444,134382.826735
2445,93632.0958132
2446,134602.713994
2447,181745.201221
2448,127867.412745
2449,113764.458364
2450,159946.842041
2451,116293.578904
2452,189666.589644
2453,93581.4810431
2454,118007.129058
2455,120275.613831
2456,137163.896178
2457,140400.268124
2458,132143.477605
2459,107974.966657
2460,142321.592153
2461,131679.743694
2462,134767.535675
2463,125362.563517
2464,167113.582955
2465,144133.005544
2466,118287.436876
2467,128857.396594
2468,84916.767218
2469,82729.7946372
2470,200274.303586
2471,219485.58017
2472,163304.874399
2473,116730.630517
2474,74150.4421252
2475,207529.065015
2476,115472.406054
2477,127150.959696
2478,153648.975236
2479,105839.669829
2480,155638.527904
2481,120232.327934
2482,124789.04664
2483,109916.923981
2484,121171.94059
2485,123338.488369
2486,145948.619165
2487,160641.604992
2488,168463.200098
2489,158584.769969
2490,144786.060941
2491,95042.4888293
2492,201976.619122
2493,161420.796015
2494,151804.212876
2495,90757.8353012
2496,238149.821549
2497,152202.169486
2498,105561.281723
2499,84431.3650991
2500,115898.181954
2501,136863.734542
2502,145113.617089
2503,97452.586191
2504,169716.171298
2505,228341.609888
2506,246365.630389
2507,274941.057969
2508,246868.661493
2509,221205.91789
2510,220046.536638
2511,174213.102465
2512,210278.071552
2513,227414.667063
2514,270359.861144
2515,149752.849666
2516,179174.490147
2517,150019.398721
2518,157942.717148
2519,239468.336027
2520,221981.518242
2521,188120.384755
2522,223768.500922
2523,116468.314422
2524,135667.039183
2525,149370.484744
2526,139659.596676
2527,119665.234861
2528,128185.419199
2529,135091.181074
2530,131786.342838
2531,256968.59511
2532,225259.078967
2533,193476.663241
2534,235234.96631
2535,283623.975633
2536,233665.040084
2537,245920.012721
2538,183256.19461
2539,190673.774672
2540,179967.113669
2541,181362.457561
2542,163361.259594
2543,116429.368562
2544,117062.120578
2545,138380.937196
2546,118684.594842
2547,135999.397343
2548,151634.968222
2549,152778.082549
2550,641795.382566
2551,141165.348166
2552,127846.320253
2553,76516.398024
2554,93573.0529362
2555,112802.98818
2556,95766.5313314
2557,104806.01228
2558,143689.777514
2559,144727.575366
2560,156745.026265
2561,147559.542209
2562,143229.098362
2563,151558.403043
2564,199705.039192
2565,136326.562443
2566,155498.803609
2567,144512.595926
2568,205493.528151
2569,236512.276381
2570,116186.942352
2571,191637.199871
2572,146927.39057
2573,224132.950757
2574,303660.025144
2575,133370.506598
2576,117701.678454
2577,151179.843285
2578,83279.5656694
2579,62417.6210528
2580,85356.588986
2581,93380.8066604
2582,105756.801742
2583,271292.107229
2584,180121.039182
2585,188339.927525
2586,223366.418506
2587,200197.723444
2588,133606.505259
2589,151049.362551
2590,196707.385102
2591,236178.037375
2592,211075.254695
2593,252301.977172
2594,187180.189234
2595,208738.034821
2596,278491.582136
2597,186417.792527
2598,280717.086507
2599,342273.24413
2600,149158.266066
2601,140599.411615
2602,86282.4285944
2603,94138.7741984
2604,92249.5653183
2605,83641.8474535
2606,144110.00563
2607,203661.73658
2608,196709.729462
2609,176050.682371
2610,109579.491713
2611,122131.785332
2612,166167.094289
2613,128000.805754
2614,122171.271543
2615,152143.110235
2616,144095.975017
2617,180530.327367
2618,196136.441985
2619,195534.481953
2620,187231.526307
2621,173607.549896
2622,177466.93682
2623,237582.690219
2624,301180.5851
2625,285151.580208
2626,174404.762496
2627,166757.589043
2628,477536.457402
2629,499653.747085
2630,392493.184074
2631,474128.305722
2632,413384.292493
2633,314833.689577
2634,444815.783524
2635,161462.68315
2636,171800.404678
2637,181035.530415
2638,253286.250582
2639,194423.578873
2640,150206.920125
2641,103562.742496
2642,188151.326915
2643,104550.753019
2644,115038.324529
2645,112141.077944
2646,95373.2212417
2647,104819.444961
2648,138811.196788
2649,160012.878765
2650,132909.480503
2651,136952.563698
2652,394847.776011
2653,256678.826557
2654,261500.871829
2655,409612.6802
2656,327276.461496
2657,352395.673604
2658,312744.204924
2659,310978.963579
2660,369713.891864
2661,357449.129743
2662,373576.889051
2663,290093.233279
2664,283095.521522
2665,335111.399395
2666,283995.165129
2667,172151.290606
2668,178785.335125
2669,184673.085074
2670,271754.828588
2671,189120.748573
2672,194811.274614
2673,196177.163745
2674,191303.574075
2675,171596.673407
2676,195736.843001
2677,200821.839323
2678,245305.565395
2679,281804.403795
2680,291733.078891
2681,400731.483749
2682,316924.221695
2683,500135.563471
2684,321530.375512
2685,323821.820837
2686,239205.651302
2687,303334.171187
2688,216012.578582
2689,209210.980112
2690,395368.274959
2691,190879.556013
2692,144575.295181
2693,202122.717766
2694,140320.730417
2695,193428.237791
2696,185369.440262
2697,184744.075807
2698,196288.111509
2699,170420.139366
2700,153985.017916
2701,152445.372513
2702,112853.612964
2703,129347.418946
2704,140616.908019
2705,112813.520707
2706,110956.795702
2707,122725.011736
2708,131851.53294
2709,104287.542341
2710,127097.086642
2711,251171.42105
2712,390651.990718
2713,168311.692431
2714,154090.476063
2715,168825.14391
2716,146225.248861
2717,196551.817792
2718,216939.50876
2719,151447.121972
2720,174536.03056
2721,128623.07555
2722,159472.491088
2723,140500.027896
2724,124456.092995
2725,128954.289055
2726,148793.635049
2727,173423.578515
2728,190414.39886
2729,149095.174238
2730,148848.951591
2731,134580.907264
2732,135560.460611
2733,159864.742888
2734,138351.418902
2735,133254.754821
2736,133273.323281
2737,119218.471994
2738,139377.123544
2739,156927.525778
2740,135135.066884
2741,146298.763946
2742,155315.056031
2743,160752.990987
2744,163979.850259
2745,140453.187684
2746,136727.222162
2747,153134.839836
2748,130112.663156
2749,128018.248725
2750,124479.784374
2751,134499.586537
2752,209259.44725
2753,145799.534226
2754,197268.183075
2755,138915.138213
2756,96190.4793832
2757,73806.5768987
2758,89591.9843193
2759,166037.998157
2760,120445.373854
2761,140143.273043
2762,143632.060168
2763,186994.397198
2764,150092.795337
2765,290701.112001
2766,130923.567768
2767,87526.6762417
2768,130171.03284
2769,131934.188322
2770,139940.132147
2771,103401.583141
2772,109544.702787
2773,164577.047134
2774,142742.060483
2775,114906.015811
2776,146420.780989
2777,146168.000142
2778,107993.590497
2779,125961.992707
2780,98777.69502
2781,97814.5615221
2782,99590.1151115
2783,96613.3563593
2784,120365.754985
2785,136963.960293
2786,66886.3966976
2787,128902.439776
2788,74118.4354159
2789,163982.95272
2790,96298.2712567
2791,108870.925398
2792,54524.6350237
2793,156792.088228
2794,100221.375497
2795,120453.29954
2796,98565.8441112
2797,197965.277345
2798,107500.595705
2799,117040.281771
2800,71445.7045496
2801,113422.392699
2802,125473.923485
2803,169231.291607
2804,127208.235133
2805,99259.580974
2806,83628.0531902
2807,162387.7895
2808,145005.424007
2809,129432.846398
2810,122310.683286
2811,160826.390208
2812,171568.714008
2813,158568.152799
2814,162757.31871
2815,95699.8178634
2816,231705.31119
2817,156338.552956
2818,130942.461873
2819,173966.675721
2820,136498.575053
2821,104327.809425
2822,196145.208242
2823,300124.632969
2824,162579.279761
2825,142948.675464
2826,129189.615862
2827,137927.083783
2828,217150.139947
2829,226347.584053
2830,222473.979973
2831,176409.598408
2832,236073.381697
2833,309437.9585
2834,224928.733658
2835,229021.525981
2836,191202.59002
2837,160023.160739
2838,149294.635198
2839,168669.659258
2840,205155.851365
2841,205849.168651
2842,233546.657606
2843,151087.771284
2844,182263.284382
2845,130351.057778
2846,209313.971796
2847,212361.357866
2848,218392.473391
2849,196966.171717
2850,275381.836917
2851,212545.638739
2852,238304.088882
2853,234990.054846
2854,135935.046236
2855,203280.382187
2856,200833.172601
2857,191381.992667
2858,209478.100329
2859,102764.464072
2860,119969.201517
2861,124730.888595
2862,185187.312288
2863,128879.427526
2864,235273.482939
2865,144126.371743
2866,141973.225991
2867,98355.2228923
2868,94226.118066
2869,91780.0105623
2870,120228.23547
2871,84072.5284412
2872,49983.4875783
2873,95817.8782511
2874,138478.576522
2875,113765.444521
2876,165721.126878
2877,147959.156643
2878,161335.879818
2879,133793.362918
2880,105677.293421
2881,141583.649827
2882,181060.980913
2883,193980.269362
2884,202300.951645
2885,187310.337356
2886,231168.236683
2887,102990.794173
2888,146608.349918
2889,60519.6534721
2890,80366.6303712
2891,137596.06774
2892,43642.4668023
2893,73348.4959836
2894,55704.4641791
2895,338328.591348
2896,275479.873855
2897,213695.273295
2898,153902.526252
2899,211583.09195
2900,160169.573331
2901,216041.465485
2902,185488.110676
2903,324014.908611
2904,339574.093689
2905,84568.9515835
2906,197315.921131
2907,115373.291099
2908,129574.060256
2909,159146.328151
2910,77164.2234075
2911,83543.3442417
2912,151898.343912
2913,83694.8313256
2914,81052.4026613
2915,89552.9260777
2916,85807.0584612
2917,168948.929923
2918,119007.622768
2919,228233.890967
